Id,text
159,RT @sizewellc: At Sizewell C we have an exciting vision to bring #nuclear and hydrogen together to help us make big reductions in carbon em????????â¬???????
160,"RT @Stphn_42: @carla_denyer I expected better from you. 

You claim that ""nuclear energy is 8-11x more carbon intensive than renewables.""????????â¬???????"
161,"RT @RJBono18: @carla_denyer Wind and solar are not the ????????â¬???????solution????????â¬???????. Germany has invested 500B in RE, yet yesterday their carbon intensity wa????????â¬???????"
162,@Scipio4fricanus @TheArisen01 People aren't onboard with a big nuclear buildout yet. I'd rather wind and solar be built to reduce carbon in the meantime than no action be taken at all.
163,"@carla_denyer Wind and solar are not the ????????â¬???????solution????????â¬???????. Germany has invested 500B in RE, yet yesterday their carbon intensity was 12X that of nuclear France, at 2X the grid electricity cost. Their Economics Minister just announced that this winter it will burn coal as RE is ????????â¬???????not enough????????â¬???????. https://t.co/PzeNrN4PUT"
164,"@JigarShahDC Military planes R built by Defense Contractors in factories while Aircraft carriers are built by US Naval Shipyards. These capital ships are the most important warships, largest in the fleet.  They are different as are NPPs hard to fight w/o carriers or carbon war without NUCLEAR https://t.co/4JDvmGzj4T"
165,"@AdamForColorado Hi Adam, modern nuclear energy is a great, safe, low carbon addition to our grid, but I don't see any comments about it on your website or policy positions. I'd encourage you to consider vocally supporting it!"
166,RT @GovNuclear: Will commercial ships go nuclear in the near future? Interest is growing in using new reactor technologies to scale back th????????â¬???????
167,"@TheGreenParty @carla_denyer Fucking hell, get with the program people. We need zero-carbon energy sources. Wind and Solar are two, but #nuclear is the capstone that will ensure that we can decarbonize further on into the future. @Carla_Denyer is clueless when it comes to our world-wide energy crisis."
168,"RT @micsolana: people are mad at the environmentalists for burning oil and coal in place of nuclear, but burning oil and coal releases a lo????????â¬???????"
169,"Siting a nuclear power facility is both art and science! The Carbon-Free Power Project will be located at the Idaho National Laboratory.
#CFPP  #nuclearpower
https://t.co/HuCHzb2McQ"
170,"RT @Cecalli_Helper: ""Konno asked Nishimura why the water must be released from #Fukushima. He also expressed concern that they might suffer????????â¬???????"
171,"""Konno asked Nishimura why the water must be released from #Fukushima. He also expressed concern that they might suffer reputational damage again after their efforts to recover from the nuclear accident.""  https://t.co/lG0l87zv01 #genpatsu #PacificOcean #fisheries #marine #law"
172,"????????â¬???????????????â¬???????the deadliest power-plant accident in history involved the Banqiao Dam collapse in China in 1975, resulting in at least 26,000 deaths and the displacement of over 10 million people????????â¬???????Ultimately, #nuclear power rarely results in death, whereas war almost always does.????????â¬???????"
173,"@bagsfan75_Tony Star Wars opens in cinemas
First Apple II computers go on sale
First commercial flight Concord
Elvis Presley Dies at the age of 42
People's Temple Jonestown Suicides
Three Mile Island Nuclear Accident
China institutes the one-child per-family rule
Pink Floyd release ""The Wall"""
174,@pietpetoors @RussianEmbassy @mod_russia @mfa_russia @BBCWorld @SkyNews @ftworldnews @guardianworld @TelegraphWorld @LBCNews @POLITICOEurope @StatesmanWorld Nato bot! Ukraine blew up dam to cause nuclear accident ! Then blame Russia
175,"When does the world shout enough and united to remove Putin and expel the merciless Russ? Will it take a nuclear ""accident."" https://t.co/NGLfX4ltzm"
176,"@mog7546 buddy Chernobyl was an accident in a nuclear power plant, this is just FYI, and i was wondering also why people don't talk about the crimes the USA did in Afghanistan Yemen Vietnam Serbia and Syria

https://t.co/amPdBbu2hP

https://t.co/xXAbbTgok8"
177,RT @Silverfox6158: Ukraine are trying to cause a nuclear disaster.  Remember when they shelled the Nuclear facility last year? They accused????????â¬???????
178,"When I wrote MT in 1986, Chernobyl had the largest nuclear accident in history. It was said in Japan to have affected Eastern Europe as well. Nine years later. It might be safe, but it could not be said to be so. https://t.co/qLZohqLhHd"
179,"RT @ChrisFlaherty8: ""ZNPP????????â¬???????s power units have been mined by the Russian army ... ahead of the expected counteroffensive, the 'Russians are p????????â¬???????"
180,"@RealEdSchwab @Sprinter99880 Oh shut up up you're fooling no one, no one floods their own country putting millions of lives at risk and risking a massive #Nuclear accident you pathetic  #Quisling tool.
Dnipro River #russia #putin #FalseFlag #russianWarcrimes #Kherson #russiaIsLoosing #Himars #Nato https://t.co/eUKJaqi1uh"
181,"@KarinaVinnikova Well the fart is pretty overrated as we the Dutch have the most cowshit in all of europe because mass production and export. Karina, everyone wants to help. But you cant expect rescuers to come and be shot at. NATO needs to put boots on the ground imo, same as a nuclear accident."
182,"RT @LGlobalcitizen: @RothLindberg Highly recommend reading this thread???? detailed, factual in nature,  leaving room for one to guess as well????????â¬???????"
183,"RT @celbrice: Here my presentation for our previous @MITATELab'Session, on ""Namie (Fukushima), A model city of post-nuclear accident recons????????â¬???????"
184,"RT @UKR_Report: Zaporizhzhia NPP, Europe's largest Nuclear Power Plant, was drawing cooling water from the dam's reservoir while operating????????â¬???????"
185,"Zaporizhzhia NPP, Europe's largest Nuclear Power Plant, was drawing cooling water from the dam's reservoir while operating at full capacity. 

Now all six reactors are closed and cold. Almost no coolant is required. There is no serious risk for a nuclear accident. https://t.co/S5PziH7uRO"
186,"When a nuclear accident occurs, to avoid the danger zone."
187,"I????????â¬???????m listening to audio drama about Fukushima nuclear plant accident which is produced by BBC.

It????????â¬???????s around 20:00 in Japan and around at noon in the UK.
Japan time is 8 hours faster than the UK.

Audio drama finished.
Well I eat meal and watch TV drama."
188,"@keithamccluske1 @den_kazansky in this way, they will be able to provoke an accident at the Zaporizhzhya nuclear power plant, which will be worse than Chernobyl in terms of scale"
189,"RT @DecodingTrolls: ??????Apollo's Swan Dodges Ruschist Kakhovka Explosion - Video.

Video: https://t.co/S5nkxYHtXP

If you plant mines in a nu????????â¬???????"
190,"@apmassaro3 So the opposite is true: next false flag by Ukraine will be a nuclear ?????? accident. 
????????â¬???????This people are dumb????????â¬??????? Q"
191,"Units 3 and 4 of the Fukushima nuclear power plant were involved in a US nuclear reprocessing experiment, and they bear a certain responsibility for the explosion accident. Therefore, the associated costs should be shouldered accordingly. https://t.co/jn9XRmJ0G4"
192,"RT @7urz: Imagine if two wind power deaths in the Netherlands had prompted a wind power exit in Australia.

That's the same as the nuclear????????â¬???????"
193,"RT @energybants: ZAPORIZHZHIA NUCLEAR: LOSS OF KAKHOVKA DAM

Zaporizhzhia NPP, Europe's largest, draws cooling water from a reservoir whose????????â¬???????"
194,World! Please don't forgive war crimes to all Russian nation after end of this war or X years after. Russians is 140 mil of Putins. Most of them support this evil attack. Don't forgive. Especially if Ukraine will be destroyed by an accident at a nuclear plant or by nuc weapons.
195,"@tdoyle_4 @GovNuclear What about waster water from nuclear plants, https://t.co/sKlFs9so7k

what if there is an accident. Do you how worse it's gonna be ?"
196,@100ANB @DefenceU @Liberov The cost of shelling a nuclear power plant is that more than 80% of Ukraine's land is no longer habitable
197,"@bigcrispo @CouldBeMistaken @douglasritz @dwallacewells lol okay sure! it's practicable RIGHT NOW, Otis, and cheaper than new coal, oil, and gas installations. that's right, CURRENT tech and cost!

i believe it's competitive with nuclear but trends suggest it will be cheaper soon. sorry for considering the future, i know you hate that"
198,@Alpharabius870 @RahavBen @AlexEpstein @thecoastguy I did my own research on LCOE. All subsidies are removed when calculating LCOE. Fossil fuels are heavily subsidized. That's why the facts are utility-scale solar and wind are far more economical than fossil fuels and nuclear. https://t.co/eUAhf90Bdw https://t.co/cBV0udpjIF
